Store ID,SKU ID,Total Visits,Transactions,Revenue
Store_15,SKU_1,624,142,17000.58
Store_15,SKU_2,194,193,21862.08
Store_15,SKU_3,665,103,13246.34
Store_15,SKU_4,996,197,37147.92
Store_15,SKU_5,440,178,13106.51
Store_15,SKU_6,497,14,2477.15
Store_15,SKU_7,338,230,27346.69
Store_15,SKU_8,206,37,5659.39
Store_15,SKU_9,460,438,16291.11
Store_15,SKU_10,245,85,12382.13
Store_15,SKU_11,566,117,19426.55
Store_15,SKU_12,208,46,7857.99
Store_15,SKU_13,265,183,19294.57
Store_15,SKU_14,697,260,26626.06
Store_15,SKU_15,373,331,51853.66
Store_15,SKU_16,460,94,11628.19
Store_15,SKU_17,981,291,42507.54
Store_15,SKU_18,332,68,11362.24
Store_15,SKU_19,303,37,1968.28
Store_15,SKU_20,72,46,2976.5
Store_16,SKU_1,412,395,72384.52
Store_16,SKU_2,665,209,26370.85
Store_16,SKU_3,672,615,108057.68
Store_16,SKU_4,509,491,57631.27
Store_16,SKU_5,373,132,24456.28
Store_16,SKU_6,889,126,4911.78
Store_16,SKU_7,653,377,8706.85
Store_16,SKU_8,100,28,834.59
Store_16,SKU_9,346,213,38985.47
Store_16,SKU_10,818,813,44570.41
Store_16,SKU_11,395,109,4948.71
Store_16,SKU_12,874,0,0.0
Store_16,SKU_13,616,370,45266.66
Store_16,SKU_14,710,430,8774.03
Store_16,SKU_15,186,179,28582.73
Store_16,SKU_16,715,574,50945.87
Store_16,SKU_17,651,74,13716.82
Store_16,SKU_18,952,209,21184.04
Store_16,SKU_19,396,16,1944.69
Store_16,SKU_20,925,762,28013.28
Store_17,SKU_1,713,24,2512.56
Store_17,SKU_2,759,500,91910.36
Store_17,SKU_3,226,28,3368.73
Store_17,SKU_4,711,665,8304.48
Store_17,SKU_5,518,48,2103.69
Store_17,SKU_6,133,104,3977.58
Store_17,SKU_7,679,341,8939.8
Store_17,SKU_8,750,359,37844.72
Store_17,SKU_9,818,735,16717.23
Store_17,SKU_10,264,210,16040.54
Store_17,SKU_11,719,284,36563.7
Store_17,SKU_12,526,285,48149.98
Store_17,SKU_13,68,17,1119.76
Store_17,SKU_14,420,174,19184.03
Store_17,SKU_15,551,112,9648.24
Store_17,SKU_16,727,643,28656.16
Store_17,SKU_17,974,54,10247.14
Store_17,SKU_18,849,777,47740.04
Store_17,SKU_19,927,161,14113.18
Store_17,SKU_20,136,54,2142.13
Store_18,SKU_1,227,134,18116.2
Store_18,SKU_2,882,312,16278.51
Store_18,SKU_3,492,254,3491.23
Store_18,SKU_4,103,100,4392.35
Store_18,SKU_5,658,603,33318.6
Store_18,SKU_6,467,290,16298.79
Store_18,SKU_7,127,31,5350.05
Store_18,SKU_8,540,451,85436.47
Store_18,SKU_9,231,212,18489.48
Store_18,SKU_10,872,6,781.89
Store_18,SKU_11,722,150,25671.65
Store_18,SKU_12,673,380,67079.26
Store_18,SKU_13,334,187,26881.21
Store_18,SKU_14,946,814,104765.58
Store_18,SKU_15,572,385,30407.78
Store_18,SKU_16,168,139,23327.59
Store_18,SKU_17,854,255,29296.69
Store_18,SKU_18,275,52,3429.32
Store_18,SKU_19,549,505,78317.98
Store_18,SKU_20,329,80,14000.71
Store_19,SKU_1,681,58,10437.97
Store_19,SKU_2,177,113,1612.42
Store_19,SKU_3,575,520,58713.46
Store_19,SKU_4,286,280,16519.62
Store_19,SKU_5,807,277,46712.38
Store_19,SKU_6,53,25,2747.03
Store_19,SKU_7,158,97,5988.62
Store_19,SKU_8,124,69,12676.46
Store_19,SKU_9,902,41,4901.06
Store_19,SKU_10,983,33,3804.7
Store_19,SKU_11,202,121,17767.46
Store_19,SKU_12,678,341,12278.82
Store_19,SKU_13,874,286,50347.19
Store_19,SKU_14,217,97,12037.53
Store_19,SKU_15,870,454,53992.37
Store_19,SKU_16,450,409,35514.49
Store_19,SKU_17,751,633,57088.28
Store_19,SKU_18,179,53,7962.0
Store_19,SKU_19,868,692,86222.44
Store_19,SKU_20,843,28,2351.05
Store_20,SKU_1,345,10,775.78
Store_20,SKU_2,162,38,4787.12
Store_20,SKU_3,359,97,8280.25
Store_20,SKU_4,713,405,60421.42
Store_20,SKU_5,338,249,3965.27
Store_20,SKU_6,197,80,8344.77
Store_20,SKU_7,414,200,31294.66
Store_20,SKU_8,550,72,1747.88
Store_20,SKU_9,66,0,0.0
Store_20,SKU_10,988,615,56959.57
Store_20,SKU_11,88,34,5631.4
Store_20,SKU_12,278,107,15193.18
Store_20,SKU_13,527,101,12336.53
Store_20,SKU_14,324,100,2740.06
Store_20,SKU_15,866,16,3048.72
Store_20,SKU_16,872,496,22406.93
Store_20,SKU_17,367,79,13892.92
Store_20,SKU_18,825,660,101783.1
Store_20,SKU_19,534,373,48890.6
Store_20,SKU_20,249,24,4359.34
Store_21,SKU_1,317,142,20121.87
Store_21,SKU_2,538,537,9392.72
Store_21,SKU_3,827,15,2786.96
Store_21,SKU_4,968,793,93502.31
Store_21,SKU_5,299,269,8849.91
Store_21,SKU_6,568,136,6336.76
Store_21,SKU_7,889,497,44797.05
Store_21,SKU_8,526,222,38580.96
Store_21,SKU_9,984,401,43814.29
Store_21,SKU_10,664,272,36320.65
Store_21,SKU_11,201,107,3521.12
Store_21,SKU_12,147,130,18498.33
Store_21,SKU_13,985,182,15807.11
Store_21,SKU_14,88,14,2278.58
Store_21,SKU_15,565,348,47228.64
Store_21,SKU_16,446,209,22745.88
Store_21,SKU_17,542,425,75040.73
Store_21,SKU_18,499,310,30308.43
Store_21,SKU_19,595,413,4148.64
Store_21,SKU_20,830,140,11613.44
Store_22,SKU_1,657,38,448.48
Store_22,SKU_2,78,61,1636.22
Store_22,SKU_3,367,244,24682.66
Store_22,SKU_4,321,235,46289.33
Store_22,SKU_5,315,64,3543.53
Store_22,SKU_6,52,44,3404.64
Store_22,SKU_7,719,323,47143.51
Store_22,SKU_8,342,152,9527.43
Store_22,SKU_9,998,974,88903.7
Store_22,SKU_10,866,343,11539.6
Store_22,SKU_11,236,36,5738.6
Store_22,SKU_12,988,379,33859.99
Store_22,SKU_13,489,318,60260.71
Store_22,SKU_14,60,12,2375.34
Store_22,SKU_15,760,563,12581.6
Store_22,SKU_16,633,574,30885.88
Store_22,SKU_17,292,106,4615.27
Store_22,SKU_18,267,240,46051.52
Store_22,SKU_19,937,773,125339.04
Store_22,SKU_20,103,46,2350.67
Store_23,SKU_1,570,98,12101.24
Store_23,SKU_2,802,572,34002.16
Store_23,SKU_3,468,177,18288.6
Store_23,SKU_4,194,2,330.02
Store_23,SKU_5,830,119,18099.38
Store_23,SKU_6,138,72,12962.53
Store_23,SKU_7,406,97,9400.47
Store_23,SKU_8,372,122,4222.16
Store_23,SKU_9,698,194,37165.31
Store_23,SKU_10,381,169,27683.56
Store_23,SKU_11,89,24,2751.91
Store_23,SKU_12,275,123,9939.73
Store_23,SKU_13,377,250,36862.46
Store_23,SKU_14,651,453,87339.84
Store_23,SKU_15,737,592,12839.44
Store_23,SKU_16,350,223,24096.27
Store_23,SKU_17,164,66,5021.53
Store_23,SKU_18,915,39,4582.07
Store_23,SKU_19,798,288,50958.63
Store_23,SKU_20,196,79,10673.36
Store_24,SKU_1,402,58,10137.58
Store_24,SKU_2,730,362,20037.1
Store_24,SKU_3,742,169,5088.33
Store_24,SKU_4,716,421,19345.83
Store_24,SKU_5,182,44,7728.61
Store_24,SKU_6,80,22,241.51
Store_24,SKU_7,721,362,19344.84
Store_24,SKU_8,600,81,13398.51
Store_24,SKU_9,767,588,62574.3
Store_24,SKU_10,344,223,5793.24
Store_24,SKU_11,716,112,13033.49
Store_24,SKU_12,409,222,18109.01
Store_24,SKU_13,497,343,56783.34
Store_24,SKU_14,375,73,6725.18
Store_24,SKU_15,880,411,53511.44
Store_24,SKU_16,271,36,1061.17
Store_24,SKU_17,245,147,20682.65
Store_24,SKU_18,291,218,9071.36
Store_24,SKU_19,573,400,48244.95
Store_24,SKU_20,754,21,2687.45
Store_25,SKU_1,259,191,26443.94
Store_25,SKU_2,765,675,89801.32
Store_25,SKU_3,997,380,31496.81
Store_25,SKU_4,78,10,1660.87
Store_25,SKU_5,928,78,12914.4
Store_25,SKU_6,508,57,581.15
Store_25,SKU_7,531,429,42480.65
Store_25,SKU_8,565,98,9384.83
Store_25,SKU_9,88,14,2254.19
Store_25,SKU_10,206,74,3844.02
Store_25,SKU_11,179,174,24237.31
Store_25,SKU_12,71,26,4548.19
Store_25,SKU_13,431,235,3747.65
Store_25,SKU_14,70,46,4128.42
Store_25,SKU_15,133,5,772.09
Store_25,SKU_16,502,386,26738.56
Store_25,SKU_17,619,526,79798.95
Store_25,SKU_18,212,63,11021.43
Store_25,SKU_19,841,523,61150.5
Store_25,SKU_20,541,207,23435.35
Store_26,SKU_1,109,45,2191.65
Store_26,SKU_2,654,308,12072.07
Store_26,SKU_3,76,45,4984.53
Store_26,SKU_4,248,130,20980.91
Store_26,SKU_5,989,692,126808.2
Store_26,SKU_6,427,386,17461.55
Store_26,SKU_7,576,152,1555.58
Store_26,SKU_8,504,272,34105.6
Store_26,SKU_9,901,739,85796.72
Store_26,SKU_10,993,955,21200.71
Store_26,SKU_11,550,116,14169.42
Store_26,SKU_12,633,394,77628.55
Store_26,SKU_13,770,71,6977.44
Store_26,SKU_14,369,337,34100.48
Store_26,SKU_15,656,165,10793.62
Store_26,SKU_16,350,216,37459.42
Store_26,SKU_17,151,135,19927.92
Store_26,SKU_18,740,87,3282.09
Store_26,SKU_19,637,45,1668.34
Store_26,SKU_20,641,309,39381.92
Store_27,SKU_1,709,672,78175.94
Store_27,SKU_2,977,241,17358.66
Store_27,SKU_3,51,32,854.23
Store_27,SKU_4,975,928,154658.32
Store_27,SKU_5,715,102,3592.03
Store_27,SKU_6,920,89,12548.85
Store_27,SKU_7,192,105,4391.28
Store_27,SKU_8,354,316,45576.8
Store_27,SKU_9,951,8,1503.04
Store_27,SKU_10,408,222,25051.88
Store_27,SKU_11,419,203,35623.28
Store_27,SKU_12,739,317,50355.55
Store_27,SKU_13,160,126,3177.95
Store_27,SKU_14,133,131,16181.17
Store_27,SKU_15,71,25,2534.29
Store_27,SKU_16,176,40,1646.4
Store_27,SKU_17,63,10,1477.17
Store_27,SKU_18,61,22,2938.23
Store_27,SKU_19,586,300,38097.3
Store_27,SKU_20,196,54,5364.07
Store_28,SKU_1,734,732,117151.27
Store_28,SKU_2,744,287,30036.61
Store_28,SKU_3,643,548,109218.29
Store_28,SKU_4,922,58,7746.59
Store_28,SKU_5,763,754,104989.5
Store_28,SKU_6,142,96,16289.85
Store_28,SKU_7,866,861,165784.09
Store_28,SKU_8,73,19,2459.84
Store_28,SKU_9,781,363,56579.92
Store_28,SKU_10,201,49,8562.06
Store_28,SKU_11,657,616,57495.55
Store_28,SKU_12,166,97,9939.31
Store_28,SKU_13,627,334,60498.54
Store_28,SKU_14,823,294,18403.6
Store_28,SKU_15,420,185,33919.57
Store_28,SKU_16,317,130,16687.27
Store_28,SKU_17,601,20,2985.83
Store_28,SKU_18,916,793,115783.35
Store_28,SKU_19,801,477,21054.68
Store_28,SKU_20,989,525,102146.66
Store_29,SKU_1,424,292,50321.28
Store_29,SKU_2,602,317,9036.0
Store_29,SKU_3,430,110,13491.99
Store_29,SKU_4,280,83,10180.83
Store_29,SKU_5,887,144,12139.99
Store_29,SKU_6,77,65,11246.13
Store_29,SKU_7,310,163,31665.36
Store_29,SKU_8,352,286,15686.98
Store_29,SKU_9,756,629,26577.77
Store_29,SKU_10,654,360,33072.71
Store_29,SKU_11,325,263,33468.73
Store_29,SKU_12,562,312,13022.24
Store_29,SKU_13,333,120,15006.27
Store_29,SKU_14,736,203,20336.51
Store_29,SKU_15,546,155,27001.17
Store_29,SKU_16,951,619,69688.33
Store_29,SKU_17,965,881,173972.54
Store_29,SKU_18,560,292,54882.88
Store_29,SKU_19,846,0,0.0
Store_29,SKU_20,247,228,42735.47
Store_30,SKU_1,886,160,17019.94
Store_30,SKU_2,255,11,420.04
Store_30,SKU_3,742,241,46602.79
Store_30,SKU_4,860,125,23855.53
Store_30,SKU_5,355,284,49672.87
Store_30,SKU_6,272,183,19757.27
Store_30,SKU_7,227,150,20505.63
Store_30,SKU_8,901,150,2354.25
Store_30,SKU_9,862,307,44174.03
Store_30,SKU_10,795,374,15278.86
Store_30,SKU_11,390,128,19053.77
Store_30,SKU_12,718,351,19152.89
Store_30,SKU_13,544,85,4973.2
Store_30,SKU_14,242,54,10580.76
Store_30,SKU_15,476,457,6090.91
Store_30,SKU_16,194,25,4377.3
Store_30,SKU_17,793,587,18485.14
Store_30,SKU_18,394,301,55549.18
Store_30,SKU_19,50,18,3397.79
Store_30,SKU_20,703,52,7109.68
Store_31,SKU_1,410,89,6784.38
Store_31,SKU_2,753,574,112310.62
Store_31,SKU_3,730,88,15439.0
Store_31,SKU_4,634,588,38131.95
Store_31,SKU_5,373,97,8418.31
Store_31,SKU_6,543,18,2942.83
Store_31,SKU_7,643,396,63987.5
Store_31,SKU_8,900,364,60201.41
Store_31,SKU_9,393,309,41197.17
Store_31,SKU_10,774,654,84849.74
Store_31,SKU_11,760,142,20183.71
Store_31,SKU_12,877,604,57532.08
Store_31,SKU_13,354,223,18044.68
Store_31,SKU_14,989,101,2414.63
Store_31,SKU_15,916,621,82027.54
Store_31,SKU_16,991,776,63755.62
Store_31,SKU_17,843,327,35520.55
Store_31,SKU_18,503,411,6112.39
Store_31,SKU_19,203,152,12500.05
Store_31,SKU_20,353,292,16571.94
Store_32,SKU_1,789,782,66414.8
Store_32,SKU_2,392,325,49369.58
Store_32,SKU_3,413,378,41215.04
Store_32,SKU_4,70,22,2021.0
Store_32,SKU_5,385,302,7110.06
Store_32,SKU_6,448,280,37629.67
Store_32,SKU_7,100,14,664.43
Store_32,SKU_8,190,18,526.86
Store_32,SKU_9,942,372,23854.82
Store_32,SKU_10,588,155,17428.3
Store_32,SKU_11,193,105,13226.16
Store_32,SKU_12,707,1,61.8
Store_32,SKU_13,693,89,2951.09
Store_32,SKU_14,508,262,36526.05
Store_32,SKU_15,635,38,4171.68
Store_32,SKU_16,632,311,49992.43
Store_32,SKU_17,494,297,54758.77
Store_32,SKU_18,133,117,19087.21
Store_32,SKU_19,434,171,3120.47
Store_32,SKU_20,411,46,8775.27
Store_33,SKU_1,936,917,151897.27
Store_33,SKU_2,775,219,11680.4
Store_33,SKU_3,570,9,388.86
Store_33,SKU_4,682,636,115827.88
Store_33,SKU_5,201,48,2640.26
Store_33,SKU_6,342,67,4168.28
Store_33,SKU_7,580,59,8116.67
Store_33,SKU_8,906,145,22571.38
Store_33,SKU_9,488,241,9415.13
Store_33,SKU_10,610,482,84426.8
Store_33,SKU_11,722,630,70382.36
Store_33,SKU_12,711,431,29881.94
Store_33,SKU_13,468,454,51698.12
Store_33,SKU_14,699,589,76618.85
Store_33,SKU_15,490,253,9345.1
Store_33,SKU_16,369,290,35797.29
Store_33,SKU_17,707,553,50520.93
Store_33,SKU_18,216,168,23782.56
Store_33,SKU_19,329,187,30958.66
Store_33,SKU_20,629,217,16073.87
Store_34,SKU_1,337,166,26028.52
Store_34,SKU_2,85,35,1625.92
Store_34,SKU_3,697,352,18678.78
Store_34,SKU_4,474,195,18341.29
Store_34,SKU_5,877,641,87960.9
Store_34,SKU_6,477,26,3422.43
Store_34,SKU_7,825,229,28083.25
Store_34,SKU_8,116,43,3079.81
Store_34,SKU_9,308,129,25656.36
Store_34,SKU_10,819,613,71095.03
Store_34,SKU_11,403,285,20912.79
Store_34,SKU_12,711,441,84649.42
Store_34,SKU_13,894,476,67164.04
Store_34,SKU_14,360,207,18174.76
Store_34,SKU_15,719,632,105002.52
Store_34,SKU_16,61,16,1074.59
Store_34,SKU_17,697,514,95688.19
Store_34,SKU_18,286,278,23871.87
Store_34,SKU_19,153,117,23232.91
Store_34,SKU_20,921,247,27810.19
Store_35,SKU_1,682,285,31059.87
Store_35,SKU_2,455,230,40086.79
Store_35,SKU_3,833,459,72790.67
Store_35,SKU_4,787,508,8570.2
Store_35,SKU_5,530,113,8465.75
Store_35,SKU_6,410,340,25772.39
Store_35,SKU_7,810,448,30486.23
Store_35,SKU_8,229,189,17949.04
Store_35,SKU_9,245,209,22567.63
Store_35,SKU_10,468,405,42291.34
Store_35,SKU_11,391,315,54107.78
Store_35,SKU_12,539,11,2054.94
Store_35,SKU_13,91,37,6116.67
Store_35,SKU_14,852,157,27759.97
Store_35,SKU_15,719,461,75201.01
Store_35,SKU_16,897,6,407.33
Store_35,SKU_17,122,14,1211.93
Store_35,SKU_18,627,129,6770.79
Store_35,SKU_19,255,19,2258.68
